Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
FCPT,FOUR CORNERS PROPERTY INC TRUST,Equity,0.21,24.62,"2,534,842.00","62,407,810.04","62,407,810.04",Real Estate,BZ16HK0,US35086T1097,New York Stock Exchange Inc.
FELE,FRANKLIN ELECTRIC INC,Equity,0.21,38.2,"1,629,766.00","62,257,061.20","62,257,061.20",Industrials,2350383,US3535141028,NASDAQ
NSIT,INSIGHT ENTERPRISES INC,Equity,0.21,41.54,"1,497,700.00","62,214,458.00","62,214,458.00",Information Technology,2475060,US45765U1034,NASDAQ
LTXB,LEGACYTEXAS FINANCIAL GROUP INC,Equity,0.21,35.22,"1,762,223.00","62,065,494.06","62,065,494.06",Financials,BV2CL41,US52471Y1064,NASDAQ
OMCL,OMNICELL INC,Equity,0.21,39.9,"1,554,710.00","62,032,929.00","62,032,929.00",Health Care,2789523,US68213N1090,NASDAQ
KALU,KAISER ALUMINIUM CORP,Equity,0.21,82.36,"741,577.00","61,076,281.72","61,076,281.72",Materials,B15CJ33,US4830077040,NASDAQ
OSIS,OSI SYSTEMS INC,Equity,0.21,79.19,"769,934.00","60,971,073.46","60,971,073.46",Information Technology,2111579,US6710441055,NASDAQ
SEM,SELECT MEDICAL HOLDINGS CORP,Equity,0.21,13.4,"4,549,063.00","60,957,444.20","60,957,444.20",Health Care,B4MF0Q6,US81619Q1058,New York Stock Exchange Inc.
NPO,ENPRO INDUSTRIES INC,Equity,0.21,66.81,"910,517.00","60,831,640.77","60,831,640.77",Industrials,2951292,US29355X1072,New York Stock Exchange Inc.
INGN,INOGEN INC,Equity,0.2,88.64,"682,026.00","60,454,784.64","60,454,784.64",Health Care,BJSVLL5,US45780L1044,NASDAQ
PRGS,PROGRESS SOFTWARE CORP,Equity,0.2,29.2,"2,062,722.00","60,231,482.40","60,231,482.40",Information Technology,2705198,US7433121008,NASDAQ
AAON,AAON INC,Equity,0.2,36.17,"1,663,431.00","60,174,616.42","60,174,616.42",Industrials,2268130,US0003602069,NASDAQ
PFS,PROVIDENT FINANCIAL SERVICES INC,Equity,0.2,23.34,"2,569,802.00","59,979,178.68","59,979,178.68",Financials,2171603,US74386T1051,New York Stock Exchange Inc.
BANR,BANNER CORP,Equity,0.2,53.69,"1,114,235.00","59,823,277.15","59,823,277.15",Financials,2346003,US06652V2088,NASDAQ
NSP,INSPERITY INC,Equity,0.2,75.45,"789,920.00","59,599,464.00","59,599,464.00",Industrials,2007281,US45778Q1076,New York Stock Exchange Inc.
AZZ,AZZ INC,Equity,0.2,54.25,"1,097,064.00","59,515,722.00","59,515,722.00",Industrials,2067672,US0024741045,New York Stock Exchange Inc.
AIN,ALBANY INTERNATIONAL CORP CLASS A,Equity,0.2,48.3,"1,226,717.00","59,250,431.10","59,250,431.10",Industrials,2012757,US0123481089,New York Stock Exchange Inc.
