iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jan 31, 2018"
Total Net Assets,"37,155,979,820.85"
Shares Outstanding,"472,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"UFPI","UNIVERSAL FOREST PRODUCTS INC","Equity","0.29","37.33","2,867,855.00","107,057,027.15","107,057,027.15","Industrials","2906496","US9135431040","NASDAQ"
"NSP","INSPERITY INC","Equity","0.29","61.25","1,739,273.00","106,530,471.25","106,530,471.25","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"UCBI","UNITED COMMUNITY BANKS INC","Equity","0.28","31.68","3,358,695.00","106,403,457.60","106,403,457.60","Financials","2862156","US90984P3038","NASDAQ"
"DORM","DORMAN PRODUCTS INC","Equity","0.28","75.44","1,400,236.00","105,633,803.84","105,633,803.84","Consumer Discretionary","2718594","US2582781009","NASDAQ"
"SFLY","SHUTTERFLY INC","Equity","0.28","68.15","1,543,666.00","105,200,837.90","105,200,837.90","Consumer Discretionary","B188HK1","US82568P3047","NASDAQ"
"POWI","POWER INTEGRATIONS INC","Equity","0.28","74.70","1,391,193.00","103,922,117.10","103,922,117.10","Information Technology","2133045","US7392761034","NASDAQ"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Equity","0.28","79.75","1,301,508.00","103,795,263.00","103,795,263.00","Industrials","2943620","US9427491025","New York Stock Exchange Inc."
"BGS","B AND G FOODS INC","Equity","0.27","33.00","3,102,213.00","102,373,029.00","102,373,029.00","Consumer Staples","B034L49","US05508R1068","New York Stock Exchange Inc."
"NTGR","NETGEAR INC","Equity","0.27","69.70","1,468,458.00","102,351,522.60","102,351,522.60","Information Technology","2688363","US64111Q1040","NASDAQ"
"CORT","CORCEPT THERAPEUTICS INC","Equity","0.27","23.02","4,412,805.00","101,560,707.08","101,560,707.08","Health Care","B00SCY1","US2183521028","NASDAQ"
"MDCO","MEDICINES","Equity","0.27","33.13","2,993,257.00","99,166,604.41","99,166,604.41","Health Care","2616773","US5846881051","NASDAQ"
"EE","EL PASO ELECTRIC","Equity","0.27","52.20","1,897,616.00","99,055,555.20","99,055,555.20","Utilities","2851808","US2836778546","New York Stock Exchange Inc."
"ABM","ABM INDUSTRIES INC","Equity","0.26","38.03","2,596,376.00","98,740,179.28","98,740,179.28","Industrials","2024901","US0009571003","New York Stock Exchange Inc."
"INGN","INOGEN INC","Equity","0.26","121.84","799,121.00","97,364,902.64","97,364,902.64","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"EXLS","EXLSERVICE HOLDINGS INC","Equity","0.26","60.75","1,593,487.00","96,804,335.25","96,804,335.25","Information Technology","B07LST0","US3020811044","NASDAQ"
"PENN","PENN NATIONAL GAMING INC","Equity","0.26","31.91","3,032,595.00","96,770,106.45","96,770,106.45","Consumer Discretionary","2682105","US7075691094","NASDAQ"
"JJSF","J AND J SNACK FOODS CORP","Equity","0.26","138.44","698,110.00","96,646,348.40","96,646,348.40","Consumer Staples","2469171","US4660321096","NASDAQ"
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Equity","0.26","27.50","3,506,346.00","96,424,515.00","96,424,515.00","Industrials","BWD7PX9","US0078001056","New York Stock Exchange Inc."
"AKR","ACADIA REALTY TRUST REIT TRUST","Equity","0.26","24.56","3,915,314.00","96,160,111.84","96,160,111.84","Real Estate","2566522","US0042391096","New York Stock Exchange Inc."
"KWR","QUAKER CHEMICAL CORP","Equity","0.26","153.90","621,519.00","95,651,774.10","95,651,774.10","Materials","2715186","US7473161070","New York Stock Exchange Inc."
"AWR","AMERICAN STATES WATER","Equity","0.25","55.22","1,710,968.00","94,479,652.96","94,479,652.96","Utilities","2267171","US0298991011","New York Stock Exchange Inc."
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Equity","0.25","18.37","5,121,190.00","94,076,260.30","94,076,260.30","Real Estate","B28YD08","US76131N1019","NASDAQ"
"PLXS","PLEXUS CORP","Equity","0.25","59.75","1,573,789.00","94,033,892.75","94,033,892.75","Information Technology","2692160","US7291321005","NASDAQ"
"BOFI","BOFI HOLDING INC","Equity","0.25","35.97","2,613,602.00","94,011,263.94","94,011,263.94","Financials","B0637D4","US05566U1088","NASDAQ"
"ALGT","ALLEGIANT TRAVEL","Equity","0.25","159.25","588,795.00","93,765,603.75","93,765,603.75","Industrials","B15M2C3","US01748X1028","NASDAQ"
"ABCB","AMERIS BANCORP","Equity","0.25","53.55","1,748,171.00","93,614,557.05","93,614,557.05","Financials","2038849","US03076K1088","NASDAQ"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Equity","0.25","39.05","2,396,305.00","93,575,710.25","93,575,710.25","Health Care","B72ZBG4","US8684591089","NASDAQ"
"QLYS","QUALYS INC","Equity","0.25","62.50","1,486,290.00","92,893,125.00","92,893,125.00","Information Technology","B7XJTN8","US74758T3032","NASDAQ"
"CPS","COOPER STANDARD HOLDINGS INC","Equity","0.25","124.59","741,162.00","92,341,373.58","92,341,373.58","Consumer Discretionary","B51JS17","US21676P1030","New York Stock Exchange Inc."
"FLOW","SPX FLOW INC","Equity","0.25","46.37","1,986,349.00","92,107,003.13","92,107,003.13","Industrials","BYMN2T7","US78469X1072","New York Stock Exchange Inc."
"HA","HAWAIIAN HOLDINGS INC","Equity","0.25","37.35","2,462,716.00","91,982,442.60","91,982,442.60","Industrials","2408044","US4198791018","NASDAQ"
"INDB","INDEPENDENT BANK CORP","Equity","0.25","71.35","1,288,629.00","91,943,679.15","91,943,679.15","Financials","2447821","US4538361084","NASDAQ"
"BRKS","BROOKS AUTOMATION INC","Equity","0.25","27.90","3,290,710.00","91,810,809.00","91,810,809.00","Information Technology","2145460","US1143401024","NASDAQ"
"VIAV","VIAVI SOLUTIONS INC","Equity","0.24","8.58","10,660,660.00","91,468,462.80","91,468,462.80","Information Technology","BYXB201","US9255501051","NASDAQ"
"CWT","CALIFORNIA WATER SERVICE GROUP","Equity","0.24","40.70","2,243,902.00","91,326,811.40","91,326,811.40","Utilities","2165383","US1307881029","New York Stock Exchange Inc."
"LXP","LEXINGTON REALTY TRUST REIT TRUST","Equity","0.24","9.02","10,110,315.00","91,195,041.30","91,195,041.30","Real Estate","2139151","US5290431015","New York Stock Exchange Inc."
"SPPI","SPECTRUM PHARMACEUTICALS INC","Equity","0.24","21.54","4,221,895.00","90,939,618.30","90,939,618.30","Health Care","2982924","US84763A1088","NASDAQ"
"AMWD","AMERICAN WOODMARK CORP","Equity","0.24","135.85","668,863.00","90,865,038.55","90,865,038.55","Industrials","2030674","US0305061097","NASDAQ"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Equity","0.24","47.00","1,927,601.00","90,597,247.00","90,597,247.00","Consumer Discretionary","B8SW166","US2383371091","NASDAQ"
"SAIA","SAIA INC","Equity","0.24","75.55","1,197,628.00","90,480,795.40","90,480,795.40","Industrials","2982399","US78709Y1055","NASDAQ"
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.24","33.00","2,726,476.00","89,973,708.00","89,973,708.00","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"SFBS","SERVISFIRST BANCSHARES INC","Equity","0.24","42.42","2,116,200.00","89,769,204.00","89,769,204.00","Financials","BMH0MP5","US81768T1088","NASDAQ"
"MLI","MUELLER INDUSTRIES INC","Equity","0.24","33.09","2,709,608.00","89,660,928.72","89,660,928.72","Industrials","2609717","US6247561029","New York Stock Exchange Inc."
"EXPO","EXPONENT INC","Equity","0.24","74.15","1,207,830.00","89,560,594.50","89,560,594.50","Industrials","2330318","US30214U1025","NASDAQ"
"SEM","SELECT MEDICAL HOLDINGS CORP","Equity","0.24","17.70","5,031,372.00","89,055,284.40","89,055,284.40","Health Care","B4MF0Q6","US81619Q1058","New York Stock Exchange Inc."
"SANM","SANMINA CORP","Equity","0.24","26.15","3,372,432.00","88,189,096.80","88,189,096.80","Information Technology","B92RRW2","US8010561020","NASDAQ"
"NPO","ENPRO INDUSTRIES INC","Equity","0.23","87.99","994,902.00","87,541,426.98","87,541,426.98","Industrials","2951292","US29355X1072","New York Stock Exchange Inc."
"OMCL","OMNICELL INC","Equity","0.23","49.05","1,775,374.00","87,082,094.70","87,082,094.70","Health Care","2789523","US68213N1090","NASDAQ"
"KALU","KAISER ALUMINIUM CORP","Equity","0.23","110.24","789,728.00","87,059,614.72","87,059,614.72","Materials","B15CJ33","US4830077040","NASDAQ"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Equity","0.23","45.10","1,929,341.00","87,013,279.10","87,013,279.10","Telecommunications","B06RWD1","US19239V3024","NASDAQ"
"MNRO","MONRO INC","Equity","0.23","56.50","1,529,148.00","86,396,862.00","86,396,862.00","Consumer Discretionary","2600088","US6102361010","NASDAQ"
"BRC","BRADY CORP CLASS A","Equity","0.23","38.25","2,257,038.00","86,331,703.50","86,331,703.50","Industrials","2117726","US1046741062","New York Stock Exchange Inc."
"CBM","CAMBREX CORP","Equity","0.23","56.35","1,530,207.00","86,227,164.45","86,227,164.45","Health Care","2165811","US1320111073","New York Stock Exchange Inc."
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Equity","0.23","63.45","1,357,542.00","86,136,039.90","86,136,039.90","Industrials","2012757","US0123481089","New York Stock Exchange Inc."
"TIME","TIME INC","Equity","0.23","18.50","4,609,015.00","85,266,777.50","85,266,777.50","Consumer Discretionary","BMM2870","US8872281048","New York Stock Exchange Inc."
"IVR","INVESCO MORTGAGE CAPITAL REIT INC","Equity","0.23","16.24","5,239,800.00","85,094,352.00","85,094,352.00","Financials","B5ZW0F0","US46131B1008","New York Stock Exchange Inc."
"FWRD","FORWARD AIR CORP","Equity","0.23","60.71","1,400,118.00","85,001,163.78","85,001,163.78","Industrials","2510790","US3498531017","NASDAQ"
"FNGN","FINANCIAL ENGINES INC","Equity","0.23","28.45","2,975,025.00","84,639,461.25","84,639,461.25","Financials","B65V2X6","US3174851002","NASDAQ"
"EBIX","EBIX INC","Equity","0.23","82.10","1,028,556.00","84,444,447.60","84,444,447.60","Information Technology","2008400","US2787152063","NASDAQ"
"HF","HFF INC CLASS A","Equity","0.23","49.21","1,714,076.00","84,349,679.96","84,349,679.96","Real Estate","B1Q1RT1","US40418F1084","New York Stock Exchange Inc."
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Equity","0.23","56.00","1,503,740.00","84,209,440.00","84,209,440.00","Industrials","2568090","US5771281012","NASDAQ"
"MTH","MERITAGE CORP","Equity","0.22","47.45","1,768,721.00","83,925,811.45","83,925,811.45","Consumer Discretionary","2601326","US59001A1025","New York Stock Exchange Inc."
"BANR","BANNER CORP","Equity","0.22","54.34","1,538,804.00","83,618,609.36","83,618,609.36","Financials","2346003","US06652V2088","NASDAQ"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Equity","0.22","18.17","4,582,131.00","83,257,320.27","83,257,320.27","Financials","B4JTYX6","US03762U1051","New York Stock Exchange Inc."
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.22","28.50","2,898,523.00","82,607,905.50","82,607,905.50","Financials","2352806","US3202091092","NASDAQ"
"RH","RH","Equity","0.22","93.99","876,582.00","82,389,942.18","82,389,942.18","Consumer Discretionary","BYXR425","US74967X1037","New York Stock Exchange Inc."
"FELE","FRANKLIN ELECTRIC INC","Equity","0.22","45.30","1,815,403.00","82,237,755.90","82,237,755.90","Industrials","2350383","US3535141028","NASDAQ"
"KAMN","KAMAN CORP","Equity","0.22","62.70","1,303,074.00","81,702,739.80","81,702,739.80","Industrials","2483223","US4835481031","New York Stock Exchange Inc."
"AXL","AMERICAN AXLE AND MANUFACTURING HO","Equity","0.22","17.65","4,619,197.00","81,528,827.05","81,528,827.05","Consumer Discretionary","2382416","US0240611030","New York Stock Exchange Inc."
"IOSP","INNOSPEC INC","Equity","0.22","71.80","1,133,406.00","81,378,550.80","81,378,550.80","Materials","2245597","US45768S1050","NASDAQ"
"NWBI","NORTHWEST BANCSHARES INC","Equity","0.22","16.85","4,799,105.00","80,864,919.25","80,864,919.25","Financials","B523Z73","US6673401039","NASDAQ"
"WDFC","WD-40","Equity","0.22","123.75","651,759.00","80,655,176.25","80,655,176.25","Consumer Staples","2944742","US9292361071","NASDAQ"
