Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
ENTA,ENANTA PHARMACEUTICALS INC,Equity,0.15,78.62,"665,813.00","52,346,218.06","52,346,218.06",Health Care,B9L5200,US29251M1062,NASDAQ
XPER,XPERI CORP,Equity,0.14,22.05,"2,362,131.00","52,084,988.55","52,084,988.55",Information Technology,BYXQNK3,US98421B1008,NASDAQ
PLUS,EPLUS,Equity,0.14,76.55,"676,571.00","51,791,510.05","51,791,510.05",Information Technology,2597748,US2942681071,NASDAQ
SAFT,SAFETY INSURANCE GROUP INC,Equity,0.14,71.35,"724,708.00","51,707,915.80","51,707,915.80",Financials,2958538,US78648T1007,NASDAQ
WIRE,ENCORE WIRE CORP,Equity,0.14,52.4,"985,971.00","51,664,880.40","51,664,880.40",Industrials,2273446,US2925621052,NASDAQ
CCC,CALGON CARBON CORP,Equity,0.14,21.25,"2,398,264.00","50,963,110.00","50,963,110.00",Materials,2164368,US1296031065,New York Stock Exchange Inc.
BCOR,BLUCORA INC,Equity,0.14,23.3,"2,186,124.00","50,936,689.20","50,936,689.20",Information Technology,B8L2DV2,US0952291005,NASDAQ
AZZ,AZZ INC,Equity,0.14,40.85,"1,239,311.00","50,625,854.35","50,625,854.35",Industrials,2067672,US0024741045,New York Stock Exchange Inc.
VVI,VIAD CORP,Equity,0.14,52.05,"970,470.00","50,512,963.50","50,512,963.50",Industrials,B01KGF5,US92552R4065,New York Stock Exchange Inc.
ALG,ALAMO GROUP INC,Equity,0.14,111.15,"453,966.00","50,458,320.90","50,458,320.90",Industrials,2021634,US0113111076,New York Stock Exchange Inc.
RYAM,RAYONIER ADVANCED MATERIALS INC,Equity,0.14,20.37,"2,474,850.00","50,412,694.50","50,412,694.50",Materials,BN458W9,US75508B1044,New York Stock Exchange Inc.
CHCO,CITY HOLDING,Equity,0.14,67.37,"742,690.00","50,035,025.30","50,035,025.30",Financials,2161778,US1778351056,NASDAQ
AMSF,AMERISAFE INC,Equity,0.14,56,"890,817.00","49,885,752.00","49,885,752.00",Financials,B0PPHS6,US03071H1005,NASDAQ
AVAV,AEROVIRONMENT INC,Equity,0.14,49.72,"998,704.00","49,655,562.88","49,655,562.88",Industrials,B1P5YY8,US0080731088,NASDAQ
OSUR,ORASURE TECHNOLOGIES INC,Equity,0.14,17.26,"2,854,958.00","49,276,575.08","49,276,575.08",Health Care,2318790,US68554V1089,NASDAQ
LHCG,LHC GROUP INC,Equity,0.14,64.38,"764,516.00","49,219,540.08","49,219,540.08",Health Care,B06DT50,US50187A1079,NASDAQ
ALOG,ANALOGIC CORP,Equity,0.14,83.5,"589,144.00","49,193,524.00","49,193,524.00",Health Care,2032090,US0326572072,NASDAQ
SPSC,SPS COMMERCE INC,Equity,0.14,60.02,"813,689.00","48,837,613.78","48,837,613.78",Information Technology,B57VWJ3,US78463M1071,NASDAQ
WDR,WADDELL AND REED FINANCIAL INC CLA,Equity,0.14,20,"2,440,397.00","48,807,940.00","48,807,940.00",Financials,2156503,US9300591008,New York Stock Exchange Inc.
OFIX,ORTHOFIX INTERNATIONAL NV,Equity,0.14,56.01,"868,539.00","48,646,869.39","48,646,869.39",Health Care,2644547,ANN6748L1027,NASDAQ
ECPG,ENCORE CAPITAL GROUP INC,Equity,0.14,42.8,"1,133,999.00","48,535,157.20","48,535,157.20",Financials,2443078,US2925541029,NASDAQ
UNT,UNIT CORP,Equity,0.13,19.16,"2,527,527.00","48,427,417.32","48,427,417.32",Energy,2925833,US9092181091,New York Stock Exchange Inc.
GNCMA,GCI LIBERTY INC CLASS A1,Equity,0.13,38.45,"1,259,487.00","48,427,275.15","48,427,275.15",Telecommunications,BDD0WF6,US36164V1070,NASDAQ
SONC,SONIC CORP,Equity,0.13,25.12,"1,918,420.00","48,190,710.40","48,190,710.40",Consumer Discretionary,2821113,US8354511052,NASDAQ
MTRN,MATERION CORP,Equity,0.13,50.4,"953,899.00","48,076,509.60","48,076,509.60",Materials,2149622,US5766901012,New York Stock Exchange Inc.
CTRE,CARETRUST REIT INC,Equity,0.13,13.25,"3,621,388.00","47,983,391.00","47,983,391.00",Real Estate,BMP8TL6,US14174T1079,NASDAQ
SCHL,SCHOLASTIC CORP,Equity,0.13,36.41,"1,313,836.00","47,836,768.76","47,836,768.76",Consumer Discretionary,2779234,US8070661058,NASDAQ
WETF,WISDOMTREE INVESTMENTS INC,Equity,0.13,9.61,"4,950,387.00","47,573,219.07","47,573,219.07",Financials,2476513,US97717P1049,NASDAQ
TYPE,MONOTYPE IMAGING HOLDINGS INC,Equity,0.13,24.1,"1,970,304.00","47,484,326.40","47,484,326.40",Information Technology,B1YWR85,US61022P1003,NASDAQ
FARO,FARO TECHNOLOGIES INC,Equity,0.13,59.35,"799,583.00","47,455,251.05","47,455,251.05",Information Technology,2106661,US3116421021,NASDAQ
BEAT,BIOTELEMETRY INC,Equity,0.13,32.3,"1,465,155.00","47,324,506.50","47,324,506.50",Health Care,BCD7L64,US0906721065,NASDAQ
DPLO,DIPLOMAT PHARMACY INC,Equity,0.13,20.84,"2,269,525.00","47,296,901.00","47,296,901.00",Health Care,BRB38H9,US25456K1016,New York Stock Exchange Inc.
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Equity,0.13,16.67,"2,836,796.00","47,289,389.32","47,289,389.32",Financials,B3V8JL7,US70931T1034,New York Stock Exchange Inc.
HAFC,HANMI FINANCIAL CORP,Equity,0.13,30.55,"1,542,857.00","47,134,281.35","47,134,281.35",Financials,B6TPXR5,US4104952043,NASDAQ
VSTO,VISTA OUTDOOR INC,Equity,0.13,17.23,"2,734,525.00","47,115,865.75","47,115,865.75",Consumer Discretionary,BVGC697,US9283771007,New York Stock Exchange Inc.
LGIH,LGI HOMES INC,Equity,0.13,56.59,"828,555.00","46,887,927.45","46,887,927.45",Consumer Discretionary,BG3G1B4,US50187T1060,NASDAQ
CASH,META FINANCIAL GROUP INC,Equity,0.13,107.4,"434,526.00","46,668,092.40","46,668,092.40",Financials,2420316,US59100U1088,NASDAQ
RMAX,RE MAX HOLDINGS INC CLASS A,Equity,0.13,55.3,"838,878.00","46,389,953.40","46,389,953.40",Real Estate,BF23JJ3,US75524W1080,New York Stock Exchange Inc.
IRDM,IRIDIUM COMMUNICATIONS INC,Equity,0.13,11.7,"3,951,991.00","46,238,294.70","46,238,294.70",Telecommunications,B2QH310,US46269C1027,NASDAQ
BGG,BRIGGS AND STRATTON CORP,Equity,0.13,22.48,"2,056,211.00","46,223,623.28","46,223,623.28",Industrials,2156581,US1090431099,New York Stock Exchange Inc.
USPH,US PHYSICAL THERAPY INC,Equity,0.13,77.5,"596,423.00","46,222,782.50","46,222,782.50",Health Care,2911166,US90337L1089,New York Stock Exchange Inc.
BABY,NATUS MEDICAL INC,Equity,0.13,31.15,"1,475,471.00","45,960,921.65","45,960,921.65",Health Care,2771133,US6390501038,NASDAQ
EVTC,EVERTEC INC,Equity,0.13,16.2,"2,835,450.00","45,934,290.00","45,934,290.00",Information Technology,B7KY3Z6,PR30040P1032,New York Stock Exchange Inc.
HTLD,HEARTLAND EXPRESS INC,Equity,0.13,19.52,"2,341,685.00","45,709,691.20","45,709,691.20",Industrials,2414018,US4223471040,NASDAQ
BEL,BELMOND LTD CLASS A,Equity,0.13,11.55,"3,947,699.00","45,595,923.45","45,595,923.45",Consumer Discretionary,BNFZBM9,BMG1154H1079,New York Stock Exchange Inc.
NE,NOBLE PLC,Equity,0.13,3.88,"11,734,139.00","45,528,459.32","45,528,459.32",Energy,BFG3KF2,GB00BFG3KF26,New York Stock Exchange Inc.
BLKFDS,BLK CSH FND TREASURY SL AGENCY,Money Market,0.13,1,"45,489,688.00","45,489,687.94","45,489,687.94",Cash and/or Derivatives,-,US0669224778,-
GES,GUESS INC,Equity,0.13,15.79,"2,873,628.00","45,374,586.12","45,374,586.12",Consumer Discretionary,2387109,US4016171054,New York Stock Exchange Inc.
STC,STEWART INFO SERVICES CORP,Equity,0.13,40.13,"1,130,424.00","45,363,915.12","45,363,915.12",Financials,2848736,US8603721015,New York Stock Exchange Inc.
CORE,CORE MARK HOLDING INC,Equity,0.13,20.47,"2,214,629.00","45,333,455.63","45,333,455.63",Consumer Discretionary,B0637B2,US2186811046,NASDAQ
STRA,STRAYER EDUCATION INC,Equity,0.13,89.64,"504,670.00","45,238,618.80","45,238,618.80",Consumer Discretionary,2853417,US8632361056,NASDAQ
CENX,CENTURY ALUMINUM,Equity,0.13,19.05,"2,362,478.00","45,005,205.90","45,005,205.90",Materials,2186254,US1564311082,NASDAQ
SMP,STANDARD MOTOR PRODUCTS INC,Equity,0.13,46.66,"963,775.00","44,969,741.50","44,969,741.50",Consumer Discretionary,2838306,US8536661056,New York Stock Exchange Inc.
TMP,TOMPKINS FINANCIAL CORP,Equity,0.12,76.74,"585,041.00","44,896,046.34","44,896,046.34",Financials,2888613,US8901101092,Nyse Mkt Llc
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Equity,0.12,29.3,"1,531,783.00","44,881,241.90","44,881,241.90",Financials,2912374,US91359V1070,New York Stock Exchange Inc.
RPT,RAMCO-GERSHENSON PROPERTIES TRUST,Equity,0.12,11.78,"3,787,759.00","44,619,801.02","44,619,801.02",Real Estate,2722777,US7514522025,New York Stock Exchange Inc.
SSTK,SHUTTERSTOCK INC,Equity,0.12,50.25,"878,372.00","44,138,193.00","44,138,193.00",Information Technology,B7ZR219,US8256901005,New York Stock Exchange Inc.
NTRI,NUTRISYSTEM INC,Equity,0.12,30.75,"1,435,251.00","44,133,968.25","44,133,968.25",Consumer Discretionary,2620398,US67069D1081,NASDAQ
ANDE,ANDERSONS INC,Equity,0.12,35.05,"1,258,051.00","44,094,687.55","44,094,687.55",Consumer Staples,2274922,US0341641035,NASDAQ
LNN,LINDSAY CORP,Equity,0.12,88.44,"495,507.00","43,822,639.08","43,822,639.08",Industrials,2516613,US5355551061,New York Stock Exchange Inc.
NEWM,NEW MEDIA INVESTMENT GROUP INC,Equity,0.12,17.25,"2,530,750.00","43,655,437.50","43,655,437.50",Consumer Discretionary,BH2R795,US64704V1061,New York Stock Exchange Inc.
NCI,NAVIGANT CONSULTING INC,Equity,0.12,19.88,"2,194,481.00","43,626,282.28","43,626,282.28",Industrials,2564797,US63935N1072,New York Stock Exchange Inc.
SBSI,SOUTHSIDE BANCSHARES INC,Equity,0.12,33.4,"1,305,433.00","43,601,462.20","43,601,462.20",Financials,2485876,US84470P1093,NASDAQ
PETS,PETMED EXPRESS INC,Equity,0.12,45.19,"964,698.00","43,594,702.62","43,594,702.62",Consumer Discretionary,2143099,US7163821066,NASDAQ
ALRM,ALARM.COM HOLDINGS INC,Equity,0.12,36.13,"1,200,437.00","43,377,790.99","43,377,790.99",Information Technology,BYN7H26,US0116421050,NASDAQ
CPLA,CAPELLA EDUCATION,Equity,0.12,77.7,"556,183.00","43,215,419.10","43,215,419.10",Consumer Discretionary,B0GWDP5,US1395941057,NASDAQ
KELYA,KELLY SERVICES INC CLASS A,Equity,0.12,29.49,"1,461,351.00","43,095,240.99","43,095,240.99",Industrials,2487117,US4881522084,NASDAQ
EGOV,NIC INC,Equity,0.12,13.5,"3,185,496.00","43,004,196.00","43,004,196.00",Information Technology,2438126,US62914B1008,NASDAQ
GLT,GLATFELTER,Equity,0.12,20.41,"2,086,364.00","42,582,689.24","42,582,689.24",Materials,2372008,US3773161043,New York Stock Exchange Inc.
CRAY,CRAY INC,Equity,0.12,21.8,"1,939,585.00","42,282,953.00","42,282,953.00",Information Technology,B16NWY7,US2252233042,NASDAQ
LABL,MULTI COLOR CORP,Equity,0.12,63.35,"666,694.00","42,235,064.90","42,235,064.90",Industrials,2609858,US6253831043,NASDAQ
VRTS,VIRTUS INVESTMENT PARTNERS INC,Equity,0.12,123.05,"342,368.00","42,128,382.40","42,128,382.40",Financials,B3KKGQ8,US92828Q1094,NASDAQ
DNR,DENBURY RESOURCES INC,Equity,0.12,2.19,"19,214,298.00","42,079,312.62","42,079,312.62",Energy,2418474,US2479162081,New York Stock Exchange Inc.
ARR,ARMOUR RESIDENTIAL REIT INC,Equity,0.12,21.42,"1,958,332.00","41,947,471.44","41,947,471.44",Financials,BYRYKS0,US0423155078,New York Stock Exchange Inc.
PGTI,PGT INNOVATIONS INC,Equity,0.12,17.5,"2,394,244.00","41,899,270.00","41,899,270.00",Industrials,B17V2N9,US69336V1017,New York Stock Exchange Inc.
COKE,COCA COLA BOTTLING,Equity,0.12,186.61,"223,149.00","41,641,834.89","41,641,834.89",Consumer Staples,2206721,US1910981026,NASDAQ
KEM,KEMET CORP,Equity,0.12,17.98,"2,310,300.00","41,539,194.00","41,539,194.00",Information Technology,2487612,US4883602074,New York Stock Exchange Inc.
MTSC,MTS SYSTEMS CORP,Equity,0.12,48.95,"844,250.00","41,326,037.50","41,326,037.50",Information Technology,2608985,US5537771033,NASDAQ
VECO,VEECO INSTRUMENTS INC,Equity,0.11,18.15,"2,273,266.00","41,259,777.90","41,259,777.90",Information Technology,2938422,US9224171002,NASDAQ
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Equity,0.11,32.59,"1,265,876.00","41,254,898.84","41,254,898.84",Financials,B888DV3,US6337071046,New York Stock Exchange Inc.
FSP,FRANKLIN STREET PROPERTIES REIT CO,Equity,0.11,8.09,"5,089,772.00","41,176,255.48","41,176,255.48",Real Estate,B02T2D1,US35471R1068,Nyse Mkt Llc
BANC,BANC OF CALIFORNIA INC,Equity,0.11,19.95,"2,048,307.00","40,863,724.65","40,863,724.65",Financials,BCD47X4,US05990K1060,New York Stock Exchange Inc.
CUBI,CUSTOMERS BANCORP INC,Equity,0.11,29.34,"1,390,744.00","40,804,428.96","40,804,428.96",Financials,B6XHXY4,US23204G1004,New York Stock Exchange Inc.
ARCB,ARCBEST CORP,Equity,0.11,33.1,"1,232,636.00","40,800,251.60","40,800,251.60",Industrials,BLTFST7,US03937C1053,NASDAQ
CECO,CAREER EDUCATION CORP,Equity,0.11,13.23,"3,082,251.00","40,778,180.73","40,778,180.73",Consumer Discretionary,2143646,US1416651099,NASDAQ
CTS,CTS CORP,Equity,0.11,25.7,"1,582,965.00","40,682,200.50","40,682,200.50",Information Technology,2239244,US1265011056,New York Stock Exchange Inc.
GOV,GOVERNMENT PROPERTIES INCOME TRUST,Equity,0.11,13.72,"2,953,273.00","40,518,905.56","40,518,905.56",Real Estate,B4ZG8D9,US38376A1034,NASDAQ
CROX,CROCS INC,Equity,0.11,12.24,"3,298,378.00","40,372,146.72","40,372,146.72",Consumer Discretionary,B0T7Z62,US2270461096,NASDAQ
CAMP,CALAMP CORP,Equity,0.11,23.4,"1,713,111.00","40,086,797.40","40,086,797.40",Information Technology,2164700,US1281261099,NASDAQ
SCSC,SCANSOURCE INC,Equity,0.11,32.75,"1,222,311.00","40,030,685.25","40,030,685.25",Information Technology,2767756,US8060371072,NASDAQ
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Equity,0.11,19.04,"2,101,891.00","40,020,004.64","40,020,004.64",Real Estate,BVSS693,US27616P1030,New York Stock Exchange Inc.
KOP,KOPPERS HOLDINGS INC,Equity,0.11,40.4,"986,878.00","39,869,871.20","39,869,871.20",Materials,B0X46B1,US50060P1066,New York Stock Exchange Inc.
RTEC,RUDOLPH TECHNOLOGIES INC,Equity,0.11,26.55,"1,497,570.00","39,760,483.50","39,760,483.50",Information Technology,2518415,US7812701032,New York Stock Exchange Inc.
