iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Sep 29, 2017"
Total Net Assets,"33,765,080,116.06"
Shares Outstanding,"455,450,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"SRCI","SRC ENERGY INC","Equity","0.26","9.67","8,969,105.00","86,731,245.35","86,731,245.35","Energy","BD8ZX20","US78470V1089","Nyse Mkt Llc"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Equity","0.25","69.20","1,235,491.00","85,495,977.20","85,495,977.20","Industrials","2943620","US9427491025","New York Stock Exchange Inc."
"EXPO","EXPONENT INC","Equity","0.25","73.90","1,153,472.00","85,241,580.80","85,241,580.80","Industrials","2330318","US30214U1025","NASDAQ"
"OMCL","OMNICELL INC","Equity","0.25","51.05","1,657,460.00","84,613,333.00","84,613,333.00","Health Care","2789523","US68213N1090","NASDAQ"
"PLXS","PLEXUS CORP","Equity","0.25","56.08","1,502,786.00","84,276,238.88","84,276,238.88","Information Technology","2692160","US7291321005","NASDAQ"
"LTC","LTC PROPERTIES REIT INC","Equity","0.25","46.98","1,773,778.00","83,332,090.44","83,332,090.44","Real Estate","2498788","US5021751020","New York Stock Exchange Inc."
"KS","KAPSTONE PAPER AND PACKAGING CORP","Equity","0.25","21.49","3,875,649.00","83,287,697.01","83,287,697.01","Materials","B0L2NP0","US48562P1030","New York Stock Exchange Inc."
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","Equity","0.25","57.90","1,431,184.00","82,865,553.60","82,865,553.60","Financials","2810133","US8287302009","NASDAQ"
"TREE","LENDINGTREE INC","Equity","0.25","244.45","338,933.00","82,852,171.85","82,852,171.85","Financials","BV8TD84","US52603B1070","NASDAQ"
"CPS","COOPER STANDARD HOLDINGS INC","Equity","0.25","115.97","713,864.00","82,786,808.08","82,786,808.08","Consumer Discretionary","B51JS17","US21676P1030","New York Stock Exchange Inc."
"PRGS","PROGRESS SOFTWARE CORP","Equity","0.24","38.17","2,155,121.00","82,260,968.57","82,260,968.57","Information Technology","2705198","US7433121008","NASDAQ"
"NWN","NORTHWEST NATURAL GAS","Equity","0.24","64.40","1,273,648.00","82,022,931.20","82,022,931.20","Utilities","2649586","US6676551046","New York Stock Exchange Inc."
"CWT","CALIFORNIA WATER SERVICE GROUP","Equity","0.24","38.15","2,145,514.00","81,851,359.10","81,851,359.10","Utilities","2165383","US1307881029","New York Stock Exchange Inc."
"MNRO","MONRO INC","Equity","0.24","56.05","1,453,865.00","81,489,133.25","81,489,133.25","Consumer Discretionary","2600088","US6102361010","NASDAQ"
"AWR","AMERICAN STATES WATER","Equity","0.24","49.25","1,638,957.00","80,718,632.25","80,718,632.25","Utilities","2267171","US0298991011","New York Stock Exchange Inc."
"BRC","BRADY CORP CLASS A","Equity","0.24","37.95","2,121,775.00","80,521,361.25","80,521,361.25","Industrials","2117726","US1046741062","New York Stock Exchange Inc."
"CBM","CAMBREX CORP","Equity","0.24","55.00","1,463,722.00","80,504,710.00","80,504,710.00","Health Care","2165811","US1320111073","New York Stock Exchange Inc."
"ABCB","AMERIS BANCORP","Equity","0.24","48.00","1,660,608.00","79,709,184.00","79,709,184.00","Financials","2038849","US03076K1088","NASDAQ"
"NWBI","NORTHWEST BANCSHARES INC","Equity","0.24","17.27","4,597,212.00","79,393,851.24","79,393,851.24","Financials","B523Z73","US6673401039","NASDAQ"
"AKS","AK STEEL HOLDING CORP","Equity","0.23","5.59","13,986,425.00","78,184,115.75","78,184,115.75","Materials","2067735","US0015471081","New York Stock Exchange Inc."
"SFBS","SERVISFIRST BANCSHARES INC","Equity","0.23","38.85","1,998,907.00","77,657,536.95","77,657,536.95","Financials","BMH0MP5","US81768T1088","NASDAQ"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Equity","0.23","18.11","4,286,934.00","77,636,374.74","77,636,374.74","Financials","B4JTYX6","US03762U1051","New York Stock Exchange Inc."
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.23","29.08","2,656,359.00","77,246,919.72","77,246,919.72","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"NPO","ENPRO INDUSTRIES INC","Equity","0.23","80.53","956,544.00","77,030,488.32","77,030,488.32","Industrials","2951292","US29355X1072","New York Stock Exchange Inc."
"FELE","FRANKLIN ELECTRIC INC","Equity","0.23","44.85","1,716,153.00","76,969,462.05","76,969,462.05","Industrials","2350383","US3535141028","NASDAQ"
"KALU","KAISER ALUMINIUM CORP","Equity","0.23","103.14","745,936.00","76,935,839.04","76,935,839.04","Materials","B15CJ33","US4830077040","NASDAQ"
"FWRD","FORWARD AIR CORP","Equity","0.23","57.23","1,342,503.00","76,831,446.69","76,831,446.69","Industrials","2510790","US3498531017","NASDAQ"
